"X","ResponseId","app_selected","Benefit","FDA_Approval","Invasive","Burden","Privacy","choice","question"
1,"R_3rOEd6r1440D4WK",1,"large benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q27"
2,"R_5PtqB5XkN8kVb5G",1,"large benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q27"
3,"R_61XtKmaCrdKbm4H",1,"large benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q27"
4,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q27"
5,"R_7RVo6gunT52Zv7B",1,"large benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q27"
6,"R_7hYef0zUpMGPTq5",1,"large benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q27"
7,"R_6IHtpYy4YR1cYpS",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
8,"R_3xEleGYUb768B3M",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
9,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
10,"R_7oXQsZzm76N1Oxr",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
11,"R_8duaER8VI6Zxum0",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
12,"R_5lxMgYsU0eYfeOl",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
13,"R_3U7I8G9b40NcBwd",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
14,"R_7eJzNdIatrexDSF",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
15,"R_7PtIcP1pK9QqNIc",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
16,"R_57Kkm5961TEEEud",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
17,"R_6VvF4tZAxLgaxlT",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
18,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
19,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q27"
20,"R_6IHtpYy4YR1cYpS",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
21,"R_3xEleGYUb768B3M",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
22,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
23,"R_7oXQsZzm76N1Oxr",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
24,"R_8duaER8VI6Zxum0",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
25,"R_5lxMgYsU0eYfeOl",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
26,"R_3U7I8G9b40NcBwd",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
27,"R_7eJzNdIatrexDSF",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
28,"R_7PtIcP1pK9QqNIc",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
29,"R_57Kkm5961TEEEud",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
30,"R_6VvF4tZAxLgaxlT",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
31,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
32,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q27"
33,"R_3rOEd6r1440D4WK",1,"small benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q27"
34,"R_5PtqB5XkN8kVb5G",1,"small benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q27"
35,"R_61XtKmaCrdKbm4H",1,"small benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q27"
36,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q27"
37,"R_7RVo6gunT52Zv7B",1,"small benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q27"
38,"R_7hYef0zUpMGPTq5",1,"small benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q27"
1,"R_6IHtpYy4YR1cYpS",1,"small benefit","FDA not approved","CGM required","high burden","yes privacy","yes","Q28"
2,"R_7pbP9Q8KG4JbbZk",1,"small benefit","FDA not approved","CGM required","high burden","yes privacy","yes","Q28"
3,"R_61XtKmaCrdKbm4H",1,"small benefit","FDA not approved","CGM required","high burden","yes privacy","yes","Q28"
4,"R_57Kkm5961TEEEud",1,"small benefit","FDA not approved","CGM required","high burden","yes privacy","yes","Q28"
5,"R_7MFE81uW7pKopKS",1,"small benefit","FDA not approved","CGM required","high burden","yes privacy","yes","Q28"
6,"R_3rOEd6r1440D4WK",1,"small benefit","FDA not approved","CGM required","high burden","yes privacy","yes","Q28"
7,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA not approved","CGM required","high burden","yes privacy","yes","Q28"
8,"R_1MaGxEqIUA03UUW",1,"small benefit","FDA not approved","CGM required","high burden","yes privacy","yes","Q28"
9,"R_3xEleGYUb768B3M",2,"large benefit","FDA approved","CGM not required","low burden","no privacy","yes","Q28"
10,"R_8duaER8VI6Zxum0",2,"large benefit","FDA approved","CGM not required","low burden","no privacy","yes","Q28"
11,"R_3U7I8G9b40NcBwd",2,"large benefit","FDA approved","CGM not required","low burden","no privacy","yes","Q28"
12,"R_6KkThgjhcqeCccY",2,"large benefit","FDA approved","CGM not required","low burden","no privacy","yes","Q28"
13,"R_6alzky3r3AiOdGw",2,"large benefit","FDA approved","CGM not required","low burden","no privacy","yes","Q28"
14,"R_5RJOH4EWjbehAhH",2,"large benefit","FDA approved","CGM not required","low burden","no privacy","yes","Q28"
15,"R_3dKrAvy6gP5kvlf",2,"large benefit","FDA approved","CGM not required","low burden","no privacy","yes","Q28"
16,"R_5wnVy3Dhc2O9Lgc",2,"large benefit","FDA approved","CGM not required","low burden","no privacy","yes","Q28"
17,"R_3xEleGYUb768B3M",2,"small benefit","FDA not approved","CGM required","high burden","yes privacy","no","Q28"
18,"R_8duaER8VI6Zxum0",2,"small benefit","FDA not approved","CGM required","high burden","yes privacy","no","Q28"
19,"R_3U7I8G9b40NcBwd",2,"small benefit","FDA not approved","CGM required","high burden","yes privacy","no","Q28"
20,"R_6KkThgjhcqeCccY",2,"small benefit","FDA not approved","CGM required","high burden","yes privacy","no","Q28"
21,"R_6alzky3r3AiOdGw",2,"small benefit","FDA not approved","CGM required","high burden","yes privacy","no","Q28"
22,"R_5RJOH4EWjbehAhH",2,"small benefit","FDA not approved","CGM required","high burden","yes privacy","no","Q28"
23,"R_3dKrAvy6gP5kvlf",2,"small benefit","FDA not approved","CGM required","high burden","yes privacy","no","Q28"
24,"R_5wnVy3Dhc2O9Lgc",2,"small benefit","FDA not approved","CGM required","high burden","yes privacy","no","Q28"
25,"R_6IHtpYy4YR1cYpS",1,"large benefit","FDA approved","CGM not required","low burden","no privacy","no","Q28"
26,"R_7pbP9Q8KG4JbbZk",1,"large benefit","FDA approved","CGM not required","low burden","no privacy","no","Q28"
27,"R_61XtKmaCrdKbm4H",1,"large benefit","FDA approved","CGM not required","low burden","no privacy","no","Q28"
28,"R_57Kkm5961TEEEud",1,"large benefit","FDA approved","CGM not required","low burden","no privacy","no","Q28"
29,"R_7MFE81uW7pKopKS",1,"large benefit","FDA approved","CGM not required","low burden","no privacy","no","Q28"
30,"R_3rOEd6r1440D4WK",1,"large benefit","FDA approved","CGM not required","low burden","no privacy","no","Q28"
31,"R_3CgcNVHzKFwRLbX",1,"large benefit","FDA approved","CGM not required","low burden","no privacy","no","Q28"
32,"R_1MaGxEqIUA03UUW",1,"large benefit","FDA approved","CGM not required","low burden","no privacy","no","Q28"
1,"R_7eJzNdIatrexDSF",1,"small benefit","FDA approved","CGM required","high burden","no privacy","yes","Q29"
2,"R_5PtqB5XkN8kVb5G",1,"small benefit","FDA approved","CGM required","high burden","no privacy","yes","Q29"
3,"R_5wnVy3Dhc2O9Lgc",1,"small benefit","FDA approved","CGM required","high burden","no privacy","yes","Q29"
4,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA approved","CGM required","high burden","no privacy","yes","Q29"
5,"R_61XtKmaCrdKbm4H",1,"small benefit","FDA approved","CGM required","high burden","no privacy","yes","Q29"
6,"R_7pbP9Q8KG4JbbZk",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
7,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
8,"R_5lxMgYsU0eYfeOl",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
9,"R_1MaGxEqIUA03UUW",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
10,"R_3rOEd6r1440D4WK",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
11,"R_6IHtpYy4YR1cYpS",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
12,"R_5WxlazDmyHXu82l",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
13,"R_8duaER8VI6Zxum0",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
14,"R_7TSKwFGnLlZmZwt",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
15,"R_3xEleGYUb768B3M",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
16,"R_6KkThgjhcqeCccY",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
17,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
18,"R_5RJOH4EWjbehAhH",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
19,"R_3U7I8G9b40NcBwd",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
20,"R_1RPrzhsoVoA8tyP",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
21,"R_3CgcNVHzKFwRLbX",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
22,"R_3dKrAvy6gP5kvlf",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
23,"R_7hYef0zUpMGPTq5",2,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q29"
24,"R_7pbP9Q8KG4JbbZk",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
25,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
26,"R_5lxMgYsU0eYfeOl",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
27,"R_1MaGxEqIUA03UUW",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
28,"R_3rOEd6r1440D4WK",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
29,"R_6IHtpYy4YR1cYpS",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
30,"R_5WxlazDmyHXu82l",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
31,"R_8duaER8VI6Zxum0",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
32,"R_7TSKwFGnLlZmZwt",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
33,"R_3xEleGYUb768B3M",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
34,"R_6KkThgjhcqeCccY",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
35,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
36,"R_5RJOH4EWjbehAhH",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
37,"R_3U7I8G9b40NcBwd",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
38,"R_1RPrzhsoVoA8tyP",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
39,"R_3CgcNVHzKFwRLbX",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
40,"R_3dKrAvy6gP5kvlf",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
41,"R_7hYef0zUpMGPTq5",2,"small benefit","FDA approved","CGM required","high burden","no privacy","no","Q29"
42,"R_7eJzNdIatrexDSF",1,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","no","Q29"
43,"R_5PtqB5XkN8kVb5G",1,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","no","Q29"
44,"R_5wnVy3Dhc2O9Lgc",1,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","no","Q29"
45,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","no","Q29"
46,"R_61XtKmaCrdKbm4H",1,"large benefit","FDA not approved","CGM not required","low burden","yes privacy","no","Q29"
1,"R_5wnVy3Dhc2O9Lgc",1,"small benefit","FDA approved","CGM required","low burden","no privacy","yes","Q30"
2,"R_5PtqB5XkN8kVb5G",1,"small benefit","FDA approved","CGM required","low burden","no privacy","yes","Q30"
3,"R_7ePSOgHGP1DCQTF",1,"small benefit","FDA approved","CGM required","low burden","no privacy","yes","Q30"
4,"R_3rOEd6r1440D4WK",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q30"
5,"R_3xEleGYUb768B3M",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q30"
6,"R_5WxlazDmyHXu82l",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q30"
7,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q30"
8,"R_7TSKwFGnLlZmZwt",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q30"
9,"R_7PtIcP1pK9QqNIc",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q30"
10,"R_6KkThgjhcqeCccY",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q30"
11,"R_61XtKmaCrdKbm4H",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q30"
12,"R_3rOEd6r1440D4WK",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q30"
13,"R_3xEleGYUb768B3M",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q30"
14,"R_5WxlazDmyHXu82l",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q30"
15,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q30"
16,"R_7TSKwFGnLlZmZwt",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q30"
17,"R_7PtIcP1pK9QqNIc",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q30"
18,"R_6KkThgjhcqeCccY",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q30"
19,"R_61XtKmaCrdKbm4H",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q30"
20,"R_5wnVy3Dhc2O9Lgc",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q30"
21,"R_5PtqB5XkN8kVb5G",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q30"
22,"R_7ePSOgHGP1DCQTF",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q30"
1,"R_7MFE81uW7pKopKS",1,"large benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q31"
2,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q31"
3,"R_7oXQsZzm76N1Oxr",1,"large benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q31"
4,"R_6IHtpYy4YR1cYpS",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
5,"R_7eJzNdIatrexDSF",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
6,"R_3U7I8G9b40NcBwd",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
7,"R_13fBuKPx13nVOmM",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
8,"R_7PtIcP1pK9QqNIc",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
9,"R_6VvF4tZAxLgaxlT",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
10,"R_5lxMgYsU0eYfeOl",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
11,"R_7RVo6gunT52Zv7B",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
12,"R_5wnVy3Dhc2O9Lgc",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
13,"R_7TSKwFGnLlZmZwt",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
14,"R_3CgcNVHzKFwRLbX",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q31"
15,"R_6IHtpYy4YR1cYpS",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
16,"R_7eJzNdIatrexDSF",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
17,"R_3U7I8G9b40NcBwd",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
18,"R_13fBuKPx13nVOmM",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
19,"R_7PtIcP1pK9QqNIc",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
20,"R_6VvF4tZAxLgaxlT",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
21,"R_5lxMgYsU0eYfeOl",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
22,"R_7RVo6gunT52Zv7B",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
23,"R_5wnVy3Dhc2O9Lgc",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
24,"R_7TSKwFGnLlZmZwt",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
25,"R_3CgcNVHzKFwRLbX",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q31"
26,"R_7MFE81uW7pKopKS",1,"small benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q31"
27,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q31"
28,"R_7oXQsZzm76N1Oxr",1,"small benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q31"
1,"R_7TSKwFGnLlZmZwt",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q32"
2,"R_7RVo6gunT52Zv7B",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q32"
3,"R_57Kkm5961TEEEud",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
4,"R_1MaGxEqIUA03UUW",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
5,"R_8duaER8VI6Zxum0",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
6,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
7,"R_5WxlazDmyHXu82l",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
8,"R_6alzky3r3AiOdGw",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
9,"R_5lxMgYsU0eYfeOl",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
10,"R_3dKrAvy6gP5kvlf",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
11,"R_7MFE81uW7pKopKS",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
12,"R_5PtqB5XkN8kVb5G",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
13,"R_7oXQsZzm76N1Oxr",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
14,"R_7hYef0zUpMGPTq5",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
15,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
16,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q32"
17,"R_57Kkm5961TEEEud",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
18,"R_1MaGxEqIUA03UUW",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
19,"R_8duaER8VI6Zxum0",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
20,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
21,"R_5WxlazDmyHXu82l",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
22,"R_6alzky3r3AiOdGw",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
23,"R_5lxMgYsU0eYfeOl",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
24,"R_3dKrAvy6gP5kvlf",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
25,"R_7MFE81uW7pKopKS",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
26,"R_5PtqB5XkN8kVb5G",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
27,"R_7oXQsZzm76N1Oxr",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
28,"R_7hYef0zUpMGPTq5",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
29,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
30,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q32"
31,"R_7TSKwFGnLlZmZwt",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q32"
32,"R_7RVo6gunT52Zv7B",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q32"
1,"R_6alzky3r3AiOdGw",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
2,"R_13fBuKPx13nVOmM",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
3,"R_5lxMgYsU0eYfeOl",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
4,"R_6IHtpYy4YR1cYpS",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
5,"R_6VvF4tZAxLgaxlT",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
6,"R_5RJOH4EWjbehAhH",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
7,"R_7RVo6gunT52Zv7B",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
8,"R_1MaGxEqIUA03UUW",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
9,"R_7MFE81uW7pKopKS",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
10,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
11,"R_3CgcNVHzKFwRLbX",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
12,"R_7hYef0zUpMGPTq5",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
13,"R_5wnVy3Dhc2O9Lgc",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q1"
14,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q1"
15,"R_61XtKmaCrdKbm4H",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q1"
16,"R_5WxlazDmyHXu82l",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q1"
17,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q1"
18,"R_61XtKmaCrdKbm4H",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q1"
19,"R_5WxlazDmyHXu82l",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q1"
20,"R_6alzky3r3AiOdGw",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
21,"R_13fBuKPx13nVOmM",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
22,"R_5lxMgYsU0eYfeOl",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
23,"R_6IHtpYy4YR1cYpS",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
24,"R_6VvF4tZAxLgaxlT",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
25,"R_5RJOH4EWjbehAhH",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
26,"R_7RVo6gunT52Zv7B",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
27,"R_1MaGxEqIUA03UUW",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
28,"R_7MFE81uW7pKopKS",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
29,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
30,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
31,"R_7hYef0zUpMGPTq5",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
32,"R_5wnVy3Dhc2O9Lgc",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q1"
1,"R_6alzky3r3AiOdGw",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
2,"R_13fBuKPx13nVOmM",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
3,"R_5lxMgYsU0eYfeOl",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
4,"R_6IHtpYy4YR1cYpS",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
5,"R_6VvF4tZAxLgaxlT",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
6,"R_5RJOH4EWjbehAhH",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
7,"R_7RVo6gunT52Zv7B",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
8,"R_1MaGxEqIUA03UUW",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
9,"R_7MFE81uW7pKopKS",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
10,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
11,"R_3CgcNVHzKFwRLbX",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
12,"R_7hYef0zUpMGPTq5",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
13,"R_5wnVy3Dhc2O9Lgc",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q10"
